"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LEFTY1",0.108623957702589,3.78212011418491,4.04882422115664,0.000596063200933187,0.00143427007725487,-1.24080782545367
"CREBZF",0.108608882384993,3.44446960359933,3.10684013109995,0.00541859238216069,0.0103167549875037,-3.40422205516007
"DNAH9",0.10860599804843,4.24322211806758,5.79821178855769,1.00408007780731e-05,3.91184955168859e-05,2.86527981011957
"OSGEPL1",0.108513403841305,1.28699317565319,2.65070780834908,0.0150964496158685,0.025524839421813,-4.3814166186333
"PLS3",0.108386941793632,4.11833380412656,10.2744132714618,1.45699984619918e-09,2.25614752483998e-08,11.8894729197002
"PELP1",0.10837580929971,2.37838041572513,3.8064607088684,0.00105813227673906,0.00238942725020639,-1.80890632085713
"MPG",0.108372593648095,3.02899448002827,2.4178810906416,0.0249664824540717,0.0400753038740088,-4.8512833333956
"MAPKAPK2",0.108368550038627,3.73945973681273,4.4433881421933,0.000233915185897037,0.000623157451757324,-0.30881891341932
"RMND5B",0.108358616788581,7.74758406595412,3.62944959269169,0.00160647561103726,0.00346280536524882,-2.22006585524869
"RAB3GAP2",0.108354688630995,0.464497075266611,2.79975140386317,0.0108557085736332,0.0190566420827892,-4.06952673552113
"ARF3",0.108346230760555,12.0916456927308,4.41262760904177,0.000251589586095817,0.000665251253261275,-0.38163065138759
"POMT1",0.108323622731615,7.64615537570082,5.46622747910801,2.14007504922106e-05,7.60638386908823e-05,2.0984076967724
"WT1",0.108307280609019,2.67936915422809,3.01810112211602,0.00663595623496156,0.0123427822142219,-3.59928704711354
"DKK3",0.108220652576125,3.91927675003125,8.50930354529966,3.48687695124291e-08,3.08589815049182e-07,8.64158694191622
"KIAA0040",0.108215564460586,-0.0891001352326662,2.05987905061598,0.0522561256909241,0.0771669678964453,-5.52439335564316
"CYBRD1",0.108147952089556,6.68614015993649,4.59862274752874,0.000162040881369053,0.000451107723220021,0.0586839654535298
"IGF1",0.108125192581603,9.08816105801029,3.96930215792439,0.000719700570782458,0.00169514171591689,-1.42773368495581
"EFEMP1",0.10805642655756,4.27439683142618,6.48699644594962,2.17518262522134e-06,1.0248487379906e-05,4.4202865149038
"ETV5",0.108029058745206,3.38426849475338,3.56847313082721,0.0018540779290707,0.00394087642038159,-2.36075323086232
"KCNQ1",0.108016210713011,10.321121160578,4.6342495337997,0.000148968207412899,0.000418903571394288,0.143010451747482
"SERPINA4",0.108015582918199,9.06141338972831,3.18036373522502,0.00457643302497346,0.00887025901586351,-3.24106910525095
"SYMPK",0.107981646472926,-0.3455010062016,5.45938194308944,2.17399464126649e-05,7.71195993796639e-05,2.08249349590714
"TEX2",0.107968513247807,5.2110449443382,3.42790397993888,0.0025769430905412,0.00528851493869722,-2.68287122982207
"KITLG",0.107967746919738,3.64215571703265,5.0898375850666,5.11399661251204e-05,0.000163929513441375,1.21829768838819
"FTH1",0.107938597946602,7.8395394363074,5.07269850569799,5.32249194676314e-05,0.000169919320982347,1.17800420222856
"DNAJB5",0.107923001744098,8.24276456957894,4.17889405426371,0.000437852471076582,0.00109130765757234,-0.934228074289748
"ZNF500",0.107891215897494,6.86386837893949,3.17118038621733,0.00467423065912536,0.00903929293578365,-3.26151966116527
"CIB2",0.10782547732145,6.45078437556446,3.94291452924976,0.000766128806155844,0.00179197177929347,-1.48965782953931
"SGCG",0.107788050713653,5.59853251517301,6.38955618586293,2.69107169836541e-06,1.23652185752664e-05,4.20358016313788
"F9",0.107784511315354,6.41276206037056,7.08147235783488,6.09837052071023e-07,3.43127121652967e-06,5.71689434466691
"SYNGR4",0.107776295889063,5.83214451313187,5.28126483172645,3.27830611670187e-05,0.000110390591740833,1.66713867712682
"MMS19",0.107770685132778,3.97301776201091,2.5982307270652,0.0169320239205071,0.0283217735535545,-4.4892625589627
"VCX2",0.107765729432067,4.40479700391724,7.04795794633973,6.54348996938708e-07,3.64150590587312e-06,5.64499591104125
"SURF1",0.107740678697774,7.70410394740594,2.23195405562586,0.0368538535918128,0.0566499158680536,-5.20904414711704
"FLT3LG",0.107724652015777,0.886587662306837,2.11854627818185,0.0464508584145526,0.0694999056965487,-5.41868900696836
"C1orf35",0.107689135572954,6.94922526576838,6.6146827814888,1.64883227011085e-06,7.99505719463823e-06,4.70251985735358
"USP20",0.107671910830792,3.91828898338586,4.23615523105117,0.000382251240799653,0.000965885830639375,-0.799004784705121
"MPHOSPH10",0.107651032998872,1.19148588933491,5.46835814547448,2.12962802331156e-05,7.57345639170449e-05,2.10336019905929
