,GSM1550052,GSM1550053,GSM1550054,GSM1550055,GSM1550056,GSM1550057,GSM1550058,GSM1550059,GSM1550060,GSM1550061
1415685,1.25390337,1.037317362,1.365005024,1.344542796,1.352718769,1.134554631,1.121115072,1.224182617,1.189342797,1.928784459
1415686,1.330277425,0.886375769,1.325629086,1.309625072,1.338581506,1.33816544,1.338581506,1.12741574,1.287828986,1.119561124
1415687_a,1.336589791,1.06360315,1.252659076,1.679394004,1.205001249,1.218006569,0.939848929,1.198623043,1.404414831,1.006624625
1415688,1.116810698,1.272646081,1.060502016,1.128572984,1.11190332,1.266220183,0.888836499,1.026797411,1.188396733,1.696322394
1415689_s,1.384987618,1.419459763,1.400140899,1.021342504,1.406032541,1.187741632,1.085654485,1.508364905,1.116954723,1.638122593
1415690,1.257509725,1.073944363,1.36818953,1.137922187,1.024067235,1.428171667,1.158763889,1.212504894,1.144964749,1.681338141
1415691,1.500744013,1.305419997,1.352332811,1.486477047,1.429964331,1.272709362,1.245218277,1.193995748,1.199890227,1.620188864
1415692_s,1.15618776,0.995774514,1.123990723,1.074424847,1.123990723,1.1680707,1.370239824,0.989544804,0.971602417,1.445276051
1415693,1.24317097,1.442961644,1.2543859,1.685315697,1.016336742,1.366765641,1.417738203,1.125886822,1.321212042,0.930782309
1415694,1.354408994,1.236849593,1.234380755,1.073723809,1.328662863,0.952012703,1.330012693,1.350565492,1.377003264,1.193995748
1415695,1.25583601,1.330997508,1.245983236,1.316471247,1.329634183,1.249579961,1.159816837,1.272646081,1.256005859,1.138645904
1415696,1.045584546,1.181503377,1.149279826,0.96924803,1.230650109,1.211061274,1.224937649,1.294330845,1.26326629,1.341375677
1415697,1.250509338,1.119418704,1.218173163,1.368090349,1.307009322,0.984433622,1.173603455,1.607873359,1.342301921,1.345501826
1415698,1.218065363,1.40544769,1.045584546,1.372362041,1.293711707,1.509378481,1.194155057,1.055287218,1.139378032,1.356400666
1415699_a,1.193727036,1.436189704,1.250985518,1.703357055,1.277871238,1.335676432,1.303161982,1.119423804,1.296882001,1.349727549
1415700_a,1.434115389,1.336871683,1.119965011,1.132671906,1.310540043,1.509884213,1.401441201,1.260434113,1.24922069,1.114425086
1415701_x,1.122225046,1.457916736,1.413529805,1.638552004,1.184248057,1.550664662,1.608729194,1.501214529,1.332060346,1.255566933
1415702_a,1.114960326,1.563000111,1.752573589,1.8580509,1.116601704,1.506180775,1.688312554,1.335150294,1.520472149,1.119110372
1415703,1.310898319,1.345290668,1.304472421,1.247148333,1.256439861,1.051863475,1.925418817,1.129554195,1.526717927,1.164972854
1415704_a,1.137991412,1.044171375,1.074029951,1.289790351,1.217682374,1.262740876,1.18743291,1.447842451,1.208057806,1.363112971
1415705,1.299644217,1.383779492,1.391622032,1.439072702,1.088105433,1.174675607,1.294028697,1.193995748,1.272646081,1.285809018
1415706,1.118349404,0.926208016,1.158377338,1.270788649,1.118349404,1.409662522,1.446401116,1.272646081,1.206422681,1.31547709
1415707,1.575137727,1.173354248,1.502650434,1.096125658,1.193995748,1.423172838,1.146602638,1.36918407,1.255433084,1.285809018
1415708,1.044550611,1.286691461,1.193995748,0.949742747,0.92999907,1.171656884,0.996774766,1.286332787,1.023623205,1.237120224
1415709_s,1.61359942,1.392687873,1.395856,1.281043048,1.432227929,1.316232551,1.241042012,1.411897473,1.316232551,1.292466758
1415710,1.184461545,1.056229778,1.266220183,1.168691556,1.388932051,1.730418797,1.274901505,1.665919218,0.955194536,1.391622032
1415711,1.227279377,1.27999459,1.034920618,1.226071233,1.152417009,1.409662522,1.208789364,1.270524931,1.543367773,1.520564158
1415712,1.514866004,1.112819428,1.177014878,1.54354262,1.353859399,1.588242785,1.062463338,1.402693083,1.199525723,1.112819428
1415713_a,1.203644644,1.227735519,1.394591943,1.301963174,1.186667943,1.314968494,1.301963174,1.72352011,1.211911568,1.736772188
1415714_a,1.17889179,1.151371384,1.108683939,1.267331563,1.469997189,1.187741632,1.05318136,1.349064108,1.072958918,1.517122277
1415715,1.057555557,1.460189455,1.373654355,1.611955375,1.61464836,1.205426337,1.584582026,1.293225501,1.175607141,1.48164546
1415716_a,1.426935892,1.084918676,1.313562165,1.725532903,1.313562165,1.673990445,1.408344248,1.304604144,1.219290086,1.231724937
1415717,1.222461305,1.359333076,1.714073481,1.193995748,1.498607428,1.644346481,1.315850056,1.272257204,1.445470774,1.352455735
1415718,1.303955518,1.553951497,1.653643178,1.369619421,1.547090441,1.018258722,1.365895344,1.37235983,1.193995748,1.080239073
1415719_s,1.272646081,1.299294015,1.321142472,1.368090349,1.188217664,1.168754166,1.312543543,1.272646081,1.242455141,1.132889789
1415720_s,1.200253965,1.447232743,1.228908839,1.040009575,1.278733966,1.409662522,1.144205791,1.203087622,1.738351776,1.964592501
1415721_a,1.342919152,1.319060954,1.319060954,1.23732841,1.377632411,1.330867519,1.377442209,1.401541777,0.965961097,1.260489498
1415722_a,1.154621507,1.370853341,1.193995748,1.248562678,1.216556663,1.020528027,1.371389655,1.216556663,1.23327184,1.216556663
1415723,1.132823376,1.407901159,1.219239656,1.312918137,1.247975492,1.481103022,1.452462915,1.004605477,1.081619918,0.875847845
1415724_a,1.13377116,1.113893377,1.189539722,1.173998092,1.281352992,1.330867519,1.205081352,1.281199062,1.210678616,1.097504679
1415725,1.113276072,1.17149751,1.084282183,1.094416985,1.504934795,1.4289072,1.143346463,1.382243224,1.037036427,1.320500107
1415726,1.092083104,1.019209447,1.045584546,1.437731264,1.251522547,1.323746983,1.425136433,1.23020013,1.330738129,1.285809018
1415727,1.284005475,1.480069637,1.448923696,1.181842798,1.322291765,1.181009228,1.21742987,1.408842577,1.343197866,1.043984192
1415728,1.268564876,1.744913093,1.404558344,1.296315165,1.118349404,1.302522261,1.143346463,1.178411277,1.415287568,1.193995748
1415729,1.173990779,1.118349404,1.079059468,1.18791418,1.151824325,1.833780834,0.974012491,1.468254761,1.333991964,1.038324471
1415730,1.299422109,1.43629388,1.365078686,1.159105275,0.952955777,1.414505485,1.455641085,1.241460954,1.217689564,1.092357532
1415731,1.350551215,1.201214754,1.140266636,1.145053092,1.402817274,0.953675565,1.171780272,1.317066845,1.303767789,1.235167813
1415732,1.118349404,1.170183398,1.246729084,1.294623191,0.991560572,1.299445033,1.004757748,1.272646081,1.528789312,1.87733951
1415733_a,1.285891833,1.285891833,1.325629086,1.319231161,1.253304171,1.049015542,1.230168681,1.540583883,1.279854784,1.59858999
1415734,1.358274392,1.271233565,1.266220183,1.312043519,1.279584218,1.260142964,0.954198445,1.181664064,1.265102288,1.268190465
1415735,1.377282535,1.182642525,1.329985121,1.342380203,1.409403309,1.497005284,1.754419299,1.385468382,1.182642525,1.421798391
1415736,1.394422989,1.338842229,1.451240739,1.457883489,1.48099884,1.335966625,1.361051744,1.272646081,1.722264861,1.755582953
1415737,1.315041621,1.307783385,1.363811011,1.197713111,1.083493344,1.488985567,1.399023864,1.118349404,1.358412074,1.350480099
1415738,1.380852527,1.476542107,1.390683058,1.45826209,1.435546118,1.27732016,1.394405372,1.164400564,1.514196451,1.285809018
1415739,1.280471305,1.41695811,1.526971576,1.714536075,1.425915096,1.498139531,1.475471939,1.306174346,1.542233937,1.344182551
1415740,1.210072034,1.236479964,1.325629086,1.364378802,1.214789093,1.604248572,1.460633029,1.748852992,1.546027134,1.742261285
1415741,1.583627539,1.305153161,1.266220183,1.247452232,1.193995748,1.46166726,1.292934372,1.039716268,1.64600222,1.994224578
1415742,1.647711974,1.336484079,1.457469072,1.272646081,1.357775899,1.409662522,1.002514934,0.950018079,1.503653735,1.018802817
1415743,1.169906392,1.205799754,1.028546397,1.396967927,0.941543046,1.346010888,1.290429838,1.265432778,1.555477091,1.369388804
1415744,1.185290827,1.073650806,1.321539,1.241161218,1.004276352,1.27621644,1.265719681,1.126992356,1.216218577,1.146254559
1415745_a,1.350257757,1.186635796,1.272698443,1.426645397,1.232385313,1.416312441,1.472494278,1.18785026,1.426274749,1.185605426
1415746,1.381791206,1.32387154,1.484593087,1.272646081,1.638196129,1.402666543,1.104479839,1.673990445,1.521803885,1.40273561
1415747_s,1.193995748,0.983379426,1.275292212,1.272646081,1.1337748,1.162606105,1.124862747,1.292000757,0.920392204,0.985432917
1415748_a,1.299264364,1.315069402,1.312380719,1.353163586,1.164630269,1.116287295,1.777810054,1.03576979,1.240276613,1.243396277
1415749_a,1.164916186,1.193995748,1.152097187,1.379158722,1.162755094,1.675664488,1.475471939,1.232146271,1.408794797,1.166649006
1415750,1.184342246,1.168495092,1.108695902,1.224528518,1.162892269,1.239937801,1.189459882,1.570492722,1.871812899,1.193995748
1415751,1.297966372,1.151265865,1.222186789,1.637500458,1.30150474,1.330867519,1.226973245,1.242799789,1.288341804,1.347046755
1415752,1.518958781,1.192978025,1.118349404,1.102908641,1.438831481,1.284645647,1.094439098,1.144302235,1.419061146,1.382713033
1415753,1.272646081,1.443626011,1.218223801,1.391307783,1.388851269,1.266220183,1.413160104,1.621020591,1.216138636,1.203133316
1415754,1.436268042,1.392596939,1.261971606,1.302793925,1.542774675,1.405413944,1.482176237,1.463176803,1.350160416,1.040389518
1415755_a,1.242173507,1.224494466,1.353637444,1.159714128,1.112597473,1.271904899,1.125030594,1.52904889,0.99693518,0.990132789
1415756_a,1.31529775,1.272646081,1.045584546,1.119710346,1.866641092,1.516812066,1.852202921,1.06423087,1.511540814,1.635750163
1415757,1.193995748,1.118349404,1.356167655,0.867691481,1.509847576,1.117813575,1.10448631,1.038032559,1.506261472,1.117925869
1415758,0.970239772,1.168536245,1.340344923,1.073964612,1.422217432,1.069055171,1.112591404,1.305931462,1.192943491,1.129902254
1415759_a,1.759920817,1.693054622,1.266951871,1.224217897,1.080209418,1.695105401,1.398039547,1.052690191,1.56788576,1.373807606
1415760_s,1.194844318,1.415326394,1.411263702,1.415326394,1.40037949,1.254462493,1.472062215,1.210212848,1.354408994,1.387978288
1415761,1.372079862,1.197397526,1.510661932,1.356704952,1.399433844,1.369926303,1.240684156,1.286149489,1.284103821,1.119468093
1415762_x,1.149193538,1.425422017,1.116592672,1.556135078,1.310108467,1.303602682,1.590223352,1.066454439,1.470270044,1.309856798
1415763_a,1.518958781,1.184373398,1.222786811,1.844261405,1.111435988,1.33751911,1.36860237,1.39317457,1.354408994,1.351833012
1415764,1.279297242,1.165424085,1.224416175,1.266877437,1.240739428,1.202967702,1.348316101,1.251733006,1.33645356,1.091149719
1415765,1.221702075,1.274329739,1.355579859,1.449485743,1.366143009,1.271159845,1.55580593,1.274329739,1.752200364,1.271729953
1415766,1.304098902,1.15428537,0.90098108,1.193995748,1.197462382,0.903570499,1.047598663,1.114882769,1.268594314,1.440041313
1415767,1.34089771,1.255419851,1.380471721,1.053116823,1.669490995,1.119770685,1.536896042,1.645120047,1.230910855,1.248268942
1415768_a,1.227922022,1.367733658,1.534187418,1.459259928,1.416354542,1.677326518,1.32996031,1.472135865,1.659210117,1.342592487
1415769,1.507778252,1.38440557,1.203423697,1.185392378,1.440346237,1.112263203,1.290252508,1.271567621,1.272646081,1.198555314
14q0,1.338007366,1.362396147,1.207581762,1.393156236,1.596155969,1.49889488,1.290671375,1.371324581,0.974010235,1.095735072
14qI-1,1.731070922,0.979997572,1.136236831,1.494049548,1.457554309,1.354862483,1.335356344,1.580307944,1.387056413,1.544814854
14qI-1_x,1.670350815,1.429310844,1.368183617,1.733165704,1.388932051,1.167688796,1.571271309,1.383496105,1.178001108,1.895471079
14qI-2,1.243541757,1.650381679,1.190982261,1.141146442,1.096643122,1.243743285,1.266112902,1.012118739,1.120853832,1.371712753
14qI-3_x,1.112044627,1.251988834,0.817880836,1.057965386,1.142323294,1.281671062,1.160155641,1.093762877,0.974846983,1.259712291
14qI-4,1.193995748,1.478160622,1.590436519,1.368090349,1.315511669,1.236776666,1.409796239,1.187544929,1.611918929,1.365282558
14qI-4_x,1.147902949,1.066804313,1.129380697,1.092783736,0.963530312,1.246718348,1.512183551,1.166519817,1.158554045,1.480683014
14qI-5,1.275946985,1.234572423,1.081876803,1.310981648,1.30750679,1.266220183,1.30750679,1.272646081,1.342625642,1.226660965
14qI-6,1.06894467,1.115967939,1.150450844,1.132551307,1.103982838,1.13297837,1.090543279,1.232265056,1.039903925,1.100672514
14qI-6_x,1.235621058,1.347024958,1.227102639,1.339095554,1.679459596,1.256488642,1.356684003,1.347024958,1.326394598,2.228645752
14qI-7,1.631542527,1.396845517,1.505439798,1.272646081,1.452461586,1.54178121,1.505276561,1.500078478,1.248489842,1.452461586
14qI-8,1.166372756,1.242734312,1.192584861,1.244236306,1.426612122,1.476347345,1.185952243,1.519814462,1.262850326,1.391622032
14qI-8_x,1.13093824,1.159604713,1.341547787,1.271189576,1.13381542,1.279276842,1.139351308,1.187512851,1.631145238,1.270438984
