"","GSM1550052","GSM1550053","GSM1550054","GSM1550055","GSM1550056","GSM1550057","GSM1550058","GSM1550059","GSM1550060","GSM1550061"
"1367501_st",1.54858050008845,1.33086751897058,1.37461042305107,1.17764586198321,1.39570951316939,1.46064078414464,1.22421236325869,1.33949691007411,1.45297058455511,1.3870409710762
"1367502_st",1.4047989941852,1.17974349171307,1.27104061173069,1.13254329093063,1.56005988543472,1.35592736750667,1.19598502766712,1.3265702518425,1.31648660938685,1.38258251827412
"1367503_st",1.12530818473754,1.19631534155897,1.160071586295,1.2106877941673,1.11834940371794,1.03808938416086,0.940272355932636,1.29239891691372,1.19900203645643,1.21124947807619
"1367504_st",1.28894780702983,0.946947945599199,0.881463023006496,1.35393101426236,1.18907136128235,1.15627268429989,1.54762525406528,1.21029747362119,1.3355151226034,1.27388147971495
"1367505_st",1.0497944412532,1.45688261241943,1.32301663028961,1.32302293431124,1.092566237419,1.14008410929128,1.04538688447912,1.04538688447912,1.32944252822574,1.74564266221537
"1367506_st",1.17897231758422,1.52140776218608,1.22382524154946,1.2726460812944,1.19453832924338,1.00836858238156,1.3215871586696,1.03176018477008,1.41673592268307,1.85757842379462
"1367507_st",1.39531431074942,1.05177075955062,1.26408502274903,1.25467830159641,1.33591216462937,1.40882596647092,0.978796261099115,1.29124074839213,1.33353095431391,1.28367385722191
"1367508_st",1.20186436265316,1.19399574788577,1.19399574788577,1.19399574788577,1.19399574788577,1.12224091393016,1.33699791203906,1.19399574788577,1.19399574788577,1.08508578687547
"1367509_st",1.43694335126281,1.31057816079346,1.06637073098463,1.10868555638244,1.04876192455933,1.43694335126281,1.20104264143551,1.21495048431971,1.26799298235421,1.40401042762373
"1367510_st",1.20140699866723,1.20487167861766,1.18942418149468,1.46133864053569,1.33359364091671,1.04448880070267,1.42013352866992,1.22446234972896,1.15139893787593,1.42101017373609
"1367511_st",1.14112125409572,1.2726460812944,1.24521792269637,1.19127945920841,1.49799623208185,1.42251792002159,1.25172527825925,1.78588713983942,1.30258810611005,1.19338455148804
"1367512_st",1.43626804235647,1.13602217840344,1.19399574788577,1.15436174126227,1.19399574788577,1.33086751897058,0.952955777407636,1.19399574788577,1.15399025771138,1.28580901783115
"1367513_st",1.11834940371794,1.19714987911541,1.19968355781646,1.51975319609718,1.38838777813476,1.18719735919672,1.20824509103128,1.2726460812944,1.51456535673385,1.94076809317007
"1367514_st",1.07012276041138,1.08423862732146,1.13390667099965,1.27702728570206,1.13869312721524,1.36761171085679,1.13580500752836,1.43342112790776,1.34793310794149,1.24375820710861
"1367515_st",1.27010738471679,1.28217917159005,1.20769375230698,1.20160755196845,1.20769375230698,0.998398330600628,1.18378344667367,1.24185040221805,1.41851858638393,1.28334009647481
"1367516_st",1.18122616153169,1.27884510051224,1.43736939189847,1.19711255600588,1.40718750871687,1.31824260181661,1.29545253520986,1.36593075091192,1.62105567302598,1.03705413272391
"1367517_st",1.05472018754015,1.25854500934496,1.1792318627718,1.25854500934496,1.40690957419343,1.31731892508689,1.12183372360362,1.18044715400208,1.37238651731438,1.13145601792604
"1367518_st",1.19399574788577,1.17633964161517,0.927456432276876,1.19399574788577,1.16768090388939,1.29195741945814,1.18330492290619,1.19399574788577,1.28863448484592,1.19399574788577
"1367519_st",1.14284307964398,1.16444168871905,1.32562908625597,1.19399574788577,1.30517982191434,1.33339034457495,1.47861696846117,1.14695386451623,1.2886594647548,1.83413668260568
"1367520_st",1.42933547586037,1.28381500311911,1.03322740013672,1.20550262443047,0.82752774084845,1.35603943859161,1.10472015453786,1.38386670648846,1.06856771132658,1.62696176012594
"1367521_st",1.39991000448835,1.47816062196609,1.51563843922753,1.40481059171949,1.33593751889357,1.23324569199639,0.859984786352898,1.62041618719378,1.234162248483,1.55912528115375
"1367522_st",1.13836044200947,1.03418137636082,1.23477908022037,1.31245504281656,1.47415374585251,0.86524085268399,1.1188927807117,1.23477908022037,1.21691591477138,1.59196484167343
"1367523_st",1.05770130091092,1.26071497658726,1.18203233149324,1.45788348942175,1.88376351588289,1.30848854153135,1.4754719386303,1.00748808210835,1.23301011297172,1.33636132075509
"1367524_st",1.27217180017164,1.14254212058695,1.26084013056851,1.31224796418615,1.19652545600381,1.20143122767081,1.18075144098626,1.20079712986571,1.35895842419603,1.19399574788577
"1367525_st",1.46633145721621,1.19399574788577,1.22392310262441,1.33545468375043,1.26175913810961,1.33086751897058,1.19225986588056,1.12990400837976,1.24603156316148,1.22220826070683
"1367526_st",1.06513063953139,1.48893349522047,1.18485542915195,1.1752441722928,1.17891819791396,0.903877863112596,1.34234853671948,1.44195325733018,1.31527623401623,1.26173221099399
"1367527_st",1.30949857135556,1.21863963226436,1.36379387104239,1.47991138033682,1.53065088657244,1.26315364524211,1.36012295294135,1.44563555547427,1.22603920597863,1.4827391610286
"1367528_st",1.23670929654883,1.21559927075526,1.23454530966119,1.25271068263786,1.18593498685952,1.26599006538173,1.61039752128186,1.26500264617844,1.19977478490343,1.22799314827528
"1367529_st",1.28700121003909,1.07961429954688,1.1502439466661,0.931083928494956,1.42161657821248,1.03576979048766,1.11879503573479,0.960877934573334,1.08930988589306,1.18112315583845
"1367530_st",1.28265459606799,1.68148493217348,1.28265459606799,1.3144382771007,1.39701789033097,1.11461048066995,1.04620241833076,1.20977288450091,1.22872914624658,1.5806891059831
"1367531_st",1.19399574788577,1.13796232219168,1.16855068603457,1.11750233499402,1.36091533803004,1.30954436454431,1.44311313320736,0.955571259244637,1.42653545610935,1.19399574788577
"1367532_st",1.39657585798086,1.3192590284231,1.2388618529853,1.19399574788577,1.04000362829375,1.23618916126163,1.35308901605464,1.08238273761636,1.21316599749826,1.26923910957568
"1367533_st",1.30748864875607,1.17728873135943,1.4754719386303,1.33561737351165,1.61464835996,1.19385841779064,1.20878936377361,1.57441700803897,1.19399574788577,1.93657258294153
"1367534_st",1.32412826177026,1.33086751897058,1.09607018207237,0.987733769575628,1.22012637851796,0.912295825765632,1.12218201298518,1.11834940371794,1.13951385407154,0.952955777407636
"1367535_st",1.57791557825905,1.19787731358789,0.999708779267354,1.23990238285846,1.3419173377291,1.11811438983963,1.28499399924135,1.09026811222755,1.16716619482417,1.25391073928198
"1367536_st",1.50200919096716,1.20638162926282,1.07620553314037,0.942870658903574,1.2072932093329,1.41396965722193,1.20638162926282,1.37235982994375,1.37697865679898,1.77329621248178
"1367537_st",1.41187005467924,1.20219486218313,1.36722404447411,1.45788348942175,1.14840475003374,1.2772425486955,1.83203341534904,1.08526107006474,1.6196088071459,1.05863823310433
"1367538_st",1.30763457684003,1.27820168463411,1.10802160210822,1.34645356316548,1.07835489556945,0.984309801265557,1.29917498419662,1.00764362545286,1.64536800531809,1.15769166351963
"1367539_st",1.22458420582635,1.3124959893804,1.11388514429043,0.964485332073181,1.28580901783115,1.33856526314521,1.26184670483341,1.20148561358604,1.22458420582635,1.33661297874383
"1367540_st",1.1574251121647,1.39238335084942,1.50500100726297,1.42960618057171,1.32021472713351,1.3858742171811,1.08384606320731,1.24885777689618,1.7363051067578,1.25551157976461
"1367541_st",1.35440899399804,1.13806031353227,1.25255671430469,1.15103553990996,1.59057547478455,1.16404085999796,1.07139349895637,1.35365640627557,1.75992081672939,1.4867437958534
"1367542_st",1.41081366658177,1.19549774250617,1.18902721101211,1.35525018050185,1.10311831442924,1.25371918018235,1.29671735336253,1.15784951452254,1.17635550910371,1.26467355517994
"1367543_st",1.00103564345018,1.16066607557894,1.11749598227487,1.09129162165812,1.1499755282576,1.38404505252283,1.27325571980998,1.28803604781914,1.2742691372445,1.31512226654044
"1367544_st",1.13330019858331,1.14394543005,1.28171140025045,1.09720051264912,1.47664770324176,1.52860185198382,1.23602295988787,0.973895733993975,0.982908120500851,1.19215075939853
"1367545_st",1.25295314519792,1.62231295993778,1.39162203215134,0.939742947080576,1.18490187951285,1.24284874939246,1.52903480408158,1.10771247152275,1.03966207241482,1.19399574788577
"1367546_st",1.3179987757423,1.30115287390976,1.62411458880441,1.39659714130822,1.3342552930361,1.05536192472919,1.52878203816913,1.67399044453463,1.71500443688915,1.18466558417774
"1367547_st",1.21923679686558,1.29488314103341,1.22406349600182,1.23599708222176,1.25772722587201,1.3281385118097,1.04178087308462,1.17616667035832,1.39637996013675,1.29488314103341
"1367548_st",1.35192502540582,1.32183254350478,1.36744590884548,1.45788348942175,1.10415862488499,1.36744590884548,1.31001508926081,1.31914386016898,1.44444629471053,1.29282386408045
"1367549_a_st",1.30500361045565,1.2726460812944,1.27568918146366,1.40985053798576,1.2555538604093,1.26960298112513,1.38893205087708,1.11291103699036,1.32941146506334,1.19310956823339
"1367550_a_st",1.30448401761408,0.999938872300061,1.21139799835609,1.31326816369068,1.36213723289358,1.18774163193904,1.36437229426408,1.2726460812944,1.21708953610068,1.23098683282897
"1367551_a_st",1.36545673267987,1.26358232194622,1.34417823074149,1.70701212523591,1.12441676220174,1.3592341849377,1.36817623494423,1.43203295246502,1.46138121923659,1.12444833040629
"1415670_st",1.43626804235647,1.39455982709798,1.26757941080881,1.6573310139657,1.75254019643186,1.39567376814284,1.38705294831732,1.27644605888919,1.43834642925574,1.146971209716
"1415671_st",1.35440899399804,1.40529607024866,1.35282864844976,1.41909010572017,1.30773415079807,1.31270328100361,1.15498022028272,1.30773415079807,1.22904681949495,1.01125284829524
"1415672_st",1.51895878055652,1.19223187030216,1.07461408883762,1.01576677641754,1.38893205087708,1.16973415165338,1.4754719386303,1.17608049867692,1.22995388612224,1.18931259086929
"1415673_st",1.2726460812944,1.60013650188145,1.31451987682119,1.1306853149793,1.18549624377668,1.19271270224099,1.6354669736869,1.2889112723774,1.33901480812476,1.34955804505546
"1415674_a_st",1.38213015745662,1.2614576926459,1.04558454621863,1.34258643284244,1.61925528034012,1.19628432695867,1.61925528034012,0.931352177377337,1.2614576926459,1.37318715100606
"1415675_st",1.11149295903366,1.31366926553378,1.23950835539737,1.37211450502479,1.37338473320218,1.38673383778543,1.30143303684795,1.21529574196062,1.26685179630389,1.06877305260837
"1415676_a_st",1.4308034007135,1.8911125789563,1.22514569707895,1.57771799547569,1.38536400475649,1.26413603865451,1.30406674486745,1.10765646191893,1.43383176038141,1.38805398603074
"1415677_st",1.17378290819912,1.19130613671483,1.30234417923461,1.14484984580824,1.38480631868924,1.25067860660754,1.35867470626432,1.22651120759216,0.998547739924469,1.09685847003019
"1415678_st",1.77987307063768,1.58358653608203,1.37555421629249,1.566277269497,1.40841753898999,1.50038852040535,1.47861252402853,1.51799131756194,1.78650423216693,0.990918694729029
"1415679_st",1.26749220046618,1.08275054735761,1.37429652073088,1.27308089187902,1.78779787534546,1.11069099133421,1.28410752542749,0.93425795629672,1.12067383805928,1.35602317579101
"1415680_st",1.20002014969308,1.27460703314226,1.48101145340524,1.30252759552811,1.48320713707016,1.10357460713363,1.14754883919622,1.2726460812944,1.65542338925306,1.13953435749623
"1415681_st",1.15656290589103,1.19399574788577,1.24168429355859,1.28068406262199,1.15656290589103,1.20971673154481,1.34912158252077,1.00634032562028,1.14822730253114,1.14043272665305
"1415682_st",1.43626804235647,1.36187905926933,1.38919764724803,1.25103124317772,1.19648543295903,1.20949075304703,1.51930815591829,1.27022169639109,1.1449545684924,1.60961501038369
"1415683_st",1.31873509630717,1.28286786404886,1.17032389464004,1.25201042746045,1.38893205087708,1.39095953177968,1.24701439597875,1.08082995524335,1.25590270938761,1.19632927423411
"1415684_st",1.15084941394713,1.11775298700802,1.3876248456004,1.43840414443746,1.24434120921127,1.25479820902765,1.47521859668456,1.26430954363036,1.27135669324842,1.70216810034176
"1415685_st",1.2539033697928,1.03731736153254,1.36500502377688,1.34454279615164,1.35271876896185,1.13455463090627,1.12111507174707,1.22418261692181,1.1893427974976,1.92878445855056
"1415686_st",1.33027742531828,0.886375769100039,1.32562908625597,1.30962507215948,1.33858150611792,1.33816543996248,1.33858150611792,1.12741573957817,1.28782898569044,1.11956112437131
"1415687_a_st",1.33658979080084,1.06360314988952,1.25265907602928,1.67939400375844,1.2050012487785,1.2180065688665,0.939848928871713,1.19862304266767,1.40441483098756,1.00662462465005
"1415688_st",1.11681069798955,1.2726460812944,1.06050201592298,1.12857298441426,1.11190332012406,1.26622018335827,0.88883649936568,1.02679741101555,1.18839673301581,1.69632239371318
"1415689_s_st",1.38498761794014,1.4194597633362,1.40014089916946,1.02134250411498,1.40603254120007,1.18774163193904,1.08565448452916,1.50836490470631,1.11695472314484,1.63812259330555
"1415690_st",1.25750972475092,1.07394436303492,1.36818953035516,1.13792218708431,1.0240672353965,1.42817166737231,1.15876388926854,1.21250489367875,1.14496474899684,1.68133814103758
"1415691_st",1.50074401284799,1.30541999700611,1.35233281118086,1.48647704718069,1.42996433146392,1.27270936245786,1.24521827656582,1.19399574788577,1.19989022725128,1.62018886407678
"1415692_s_st",1.15618775990049,0.995774513788221,1.12399072303909,1.07442484719685,1.12399072303909,1.16807069953073,1.37023982406543,0.989544804481093,0.971602416816792,1.44527605082311
"1415693_st",1.24317097038342,1.44296164407316,1.25438590025687,1.68531569714268,1.01633674178991,1.36676564065953,1.41773820258938,1.1258868220234,1.32121204219518,0.930782309301073
"1415694_st",1.35440899399804,1.23684959282373,1.2343807552686,1.07372380852967,1.32866286276912,0.952012702751612,1.33001269253538,1.35056549175171,1.37700326378503,1.19399574788577
"1415695_st",1.25583600971252,1.33099750767575,1.24598323572683,1.31647124655978,1.32963418309653,1.24957996057519,1.15981683732305,1.2726460812944,1.25600585851132,1.1386459035408
"1415696_st",1.04558454621863,1.18150337709193,1.14927982553081,0.969248029878213,1.23065010854624,1.21106127407336,1.22493764888114,1.29433084540105,1.26326628979557,1.34137567654887
"1415697_st",1.2505093375335,1.11941870389483,1.21817316308884,1.36809034869286,1.30700932221094,0.984433621719052,1.17360345518759,1.60787335937022,1.34230192052003,1.34550182564494
"1415698_st",1.21806536293285,1.40544769044223,1.04558454621863,1.37236204050931,1.29371170710068,1.50937848079423,1.19415505729954,1.05528721845955,1.13937803162973,1.35640066630331
"1415699_a_st",1.19372703587621,1.43618970376479,1.25098551776231,1.70335705527959,1.277871238323,1.33567643207781,1.30316198171048,1.11942380381532,1.29688200112136,1.34972754910007
"1415700_a_st",1.43411538942336,1.3368716834474,1.11996501073751,1.13267190593374,1.31054004311808,1.50988421279885,1.40144120148204,1.26043411319091,1.24922069021593,1.1144250855366
"1415701_x_st",1.12222504586345,1.45791673583924,1.41352980472452,1.63855200397468,1.18424805653112,1.55066466197354,1.60872919388005,1.50121452919093,1.33206034638237,1.25556693349062
"1415702_a_st",1.11496032615884,1.56300011134288,1.752573589299,1.85805090001197,1.1166017039933,1.50618077517065,1.68831255397385,1.33515029358442,1.5204721488902,1.11911037170219
"1415703_st",1.31089831883167,1.34529066810893,1.30447242089554,1.2471483334628,1.25643986137362,1.05186347531646,1.92541881672639,1.12955419535579,1.526717927022,1.16497285364941
"1415704_a_st",1.13799141238882,1.04417137462319,1.07402995092842,1.28979035052489,1.21768237445617,1.2627408755956,1.1874329104481,1.4478424514031,1.20805780601853,1.36311297075468
"1415705_st",1.29964421672875,1.38377949211742,1.39162203215134,1.43907270150616,1.08810543299766,1.17467560700813,1.29402869717732,1.19399574788577,1.2726460812944,1.28580901783115
"1415706_st",1.11834940371794,0.926208016107342,1.15837733819598,1.27078864930579,1.11834940371794,1.40966252157932,1.44640111626542,1.2726460812944,1.20642268121337,1.31547709006254
"1415707_st",1.57513772655961,1.1733542478715,1.50265043416147,1.09612565787734,1.19399574788577,1.42317283816923,1.14660263820306,1.36918407044003,1.25543308384911,1.28580901783115
"1415708_st",1.04455061070703,1.28669146135494,1.19399574788577,0.949742747175512,0.929999070082936,1.17165688372174,0.996774765861275,1.28633278663161,1.0236232049202,1.23712022448787
"1415709_s_st",1.61359941955279,1.39268787317572,1.39585599976848,1.28104304828931,1.432227928979,1.31623255104548,1.24104201186612,1.41189747301271,1.31623255104548,1.2924667583456
"1415710_st",1.18446154520424,1.05622977768532,1.26622018335827,1.168691555875,1.38893205087708,1.73041879703022,1.27490150525991,1.66591921812545,0.955194536307329,1.39162203215134
"1415711_st",1.22727937685069,1.2799945904575,1.03492061822732,1.22607123253302,1.15241700894377,1.40966252157932,1.20878936377361,1.27052493050077,1.54336777336005,1.52056415784426
"1415712_st",1.51486600368768,1.11281942829826,1.17701487823334,1.54354262014318,1.35385939877639,1.58824278544828,1.06246333760925,1.40269308318638,1.19952572330544,1.11281942829826
"1415713_a_st",1.20364464380178,1.22773551931762,1.39459194289932,1.30196317408832,1.18666794314815,1.31496849417632,1.30196317408832,1.723520109506,1.21191156794088,1.73677218803553
"1415714_a_st",1.17889179020557,1.15137138361984,1.1086839391456,1.26733156340274,1.46999718855328,1.18774163193904,1.05318136033913,1.3490641079091,1.07295891823275,1.51712227695517
"1415715_st",1.05755555706522,1.46018945480189,1.37365435517562,1.61195537511506,1.61464835996,1.20542633670555,1.58458202625929,1.29322550071862,1.17560714113297,1.48164545988617
"1415716_a_st",1.42693589152197,1.08491867601383,1.31356216467878,1.7255329034682,1.31356216467878,1.67399044453463,1.40834424791947,1.30460414374539,1.21929008587752,1.23172493743578
"1415717_st",1.22246130515972,1.35933307624453,1.71407348108489,1.19399574788577,1.49860742847958,1.644346481117,1.31585005596233,1.27225720410931,1.44547077396485,1.35245573535233
"1415718_st",1.30395551811458,1.55395149681463,1.6536431784433,1.36961942138356,1.54709044068485,1.01825872188632,1.36589534353991,1.37235982994375,1.19399574788577,1.08023907311106
"1415719_s_st",1.2726460812944,1.2992940154676,1.32114247225675,1.36809034869286,1.18821766416806,1.16875416603445,1.31254354258822,1.2726460812944,1.24245514095363,1.13288978939525
"1415720_s_st",1.20025396493469,1.44723274321161,1.22890883914443,1.04000957487814,1.27873396577419,1.40966252157932,1.1442057912748,1.20308762160636,1.73835177586372,1.9645925014576
"1415721_a_st",1.34291915205929,1.31906095436402,1.31906095436402,1.23732840985766,1.37763241089391,1.33086751897058,1.37744220893834,1.40154177745082,0.965961097495636,1.26048949783413
"1415722_a_st",1.15462150676276,1.37085334105745,1.19399574788577,1.24856267773394,1.21655666348099,1.02052802734381,1.37138965494424,1.21655666348099,1.23327184017139,1.21655666348099
"1415723_st",1.13282337581644,1.40790115859621,1.21923965590365,1.31291813679633,1.24797549195023,1.48110302164045,1.45246291516167,1.00460547749357,1.08161991843619,0.875847845279578
"1415724_a_st",1.13377116006744,1.11389337739424,1.18953972156207,1.17399809158239,1.28135299150745,1.33086751897058,1.20508135154175,1.28119906187812,1.210678615523,1.09750467869064
"1415725_st",1.11327607212627,1.17149750980245,1.08428218256765,1.09441698546992,1.50493479464188,1.42890719953641,1.14334646333877,1.38224322381844,1.03703642723715,1.32050010722003
"1415726_st",1.092083104378,1.01920944658528,1.04558454621863,1.43773126365495,1.25152254739461,1.32374698286711,1.42513643283822,1.2302001298469,1.33073812879576,1.28580901783115
"1415727_st",1.28400547522193,1.48006963720878,1.44892369594267,1.18184279838245,1.32229176489016,1.18100922823062,1.21742986958314,1.40884257700277,1.34319786612397,1.04398419172455
