"","GSM1550052","GSM1550053","GSM1550054","GSM1550055","GSM1550056","GSM1550057","GSM1550058","GSM1550059","GSM1550060","GSM1550061","GSM1571226","GSM1571227","GSM1571228","GSM1571229","GSM1571230","GSM1571231","GSM2419971","GSM2419972","GSM2419973"
"hsa-miR-1303",0.464724408178781,0.309221169685,-0.818714662240624,0.35065014716268,-0.929906229403528,0.017508103402085,0.226069955139382,-0.307799554694878,-0.50771457343683,-0.403329372944808,-0.284716521480073,-0.435053220291131,-0.446994922777942,-0.306575981915629,0.089821988967029,-0.405214272571803,0.37406008829234,0.970308963957077,-1.72410539687975
"hsa-miR-1305",2.56629377248123,2.42555542906094,2.70130710242445,2.33285634020625,2.66102684627782,2.58393967624969,2.80873408592669,2.57542166621135,2.36771799276637,4.38586424162466,2.61900135671583,3.06977122336875,3.09432284307236,3.13463395362089,2.64714864345862,2.879902683879,3.12126986366491,2.57357736108974,2.76872125275447
"hsa-miR-1321",0.86544115262341,0.679367902686942,0.514205155191318,0.908389745902111,0.748314384518937,0.666929047360856,0.859602442069458,1.19761626762621,0.500668067177996,1.07281856626644,0.880786971847189,2.07243657744643,2.02382289022098,1.88714015865567,-2.34108871973383,1.04955661098744,0.72897802847552,0.83371299730329,1.04307571874096
"hsa-miR-1322",-0.891743999013147,-0.670410810947138,-1.01844872223019,-0.85527824209187,-0.929065425634221,-0.944070509921599,-0.839558157810296,-0.698142341392543,-0.931048181758246,-0.840748434538655,-0.830778879855313,-0.927241992894863,-0.934904352158969,-0.844804940156322,-0.590457315282907,-0.908095917388388,-0.999141543796221,-0.870872395911519,-0.707523661063989
"hsa-miR-1323",0.238657764962888,-0.127685842111327,0.0784318730145032,0.10305152132454,0.535212469560905,0.504575180407779,0.33084632090313,0.0153410367394421,0.423223955695145,0.173378750146643,-0.903676773985155,1.76401291598761,0.86814651759022,-0.920882696704536,-0.608871662706966,-0.998522435855714,1.87789775714242,1.12022490032825,-2.32819147645684
"hsa-miR-1324",-1.0250118598117,-0.975106071500351,-0.856883807441166,-0.975106071500351,-1.0428009444145,-0.424290033584063,-0.969422026994201,-0.948717082024801,-1.10930473732782,-1.0290863681387,-0.87838059371951,-0.996369925975903,-1.00574217848355,-0.895536638522102,-0.584430087279981,-0.972951309334189,-1.06723913272865,-0.945074211165973,-0.753652468169021
"hsa-miR-133a",0.321500685623926,1.20774125699447,1.40248396697604,-1.06451552188495,-0.877672882948481,0.76585224016957,0.198377942022614,-0.534252862029951,-1.11811832324096,-1.04403513018782,-0.25066355059036,-0.400746927754715,-0.412668508130542,-0.272486177208508,0.123243851730979,-0.370958259517588,-0.419507064612184,-0.0613594091572839,0.133257559849659
"hsa-miR-133b",-0.499722266587475,-0.232709784936527,0.392156785728864,-0.870516181056266,-0.868950213244517,0.399398598705276,-0.632338220429971,-0.880390482990293,-0.82848046651697,-0.832772043713543,-0.507459983250154,-0.652581332690048,-0.664108764070417,-0.528561114387952,-0.14591463548645,-0.623777531667799,-0.695608069056699,-0.48581948491565,-0.28800868556961
"hsa-miR-134",7.80022755779301,7.44738116865025,7.7783037628459,3.47657098046846,4.32484246691114,8.04323802201453,6.62378574137988,6.57689143843478,6.29026626438263,2.88789284164857,5.78682830513308,6.2342740092785,6.30425400057343,6.36064838195715,5.81078899558656,6.00853877732562,6.86121436545776,6.36445191718234,5.32918934367911
"hsa-miR-137",-0.937563366677996,-0.804567926583765,-0.670240628986497,-0.835918431494315,-1.0660008878849,-0.878963901158408,-0.990681265144258,-0.953375523574373,-0.876688322177576,-0.835331653141628,-0.879656931720869,-0.977394377930223,-0.985157961364496,-0.893868284340569,-0.636160581144739,-0.957995371761231,-1.02677519076878,-0.898105791333334,-0.748254997002896
"hsa-miR-139-3p",2.0915148751616,3.19297035353765,2.89831326222816,1.53888121256363,0.137178064794434,2.8761469426223,2.37889078489536,1.07461378356011,-0.232453132835168,-0.348485489236674,1.25668511113255,1.10561734043233,1.09361756667572,1.23471935039132,1.63304496379722,1.1356013918825,1.35674908757169,1.84450388856925,1.32255364164012
